"","siteid","estuaryname","stationno","samplecollectiondate","transectreplicate","plotreplicate","covertype","scientificname","commonname","status","estimatedcover","percentcovercode","daubenmiremidpoint","tallestplantheight_cm","percentcovernotes","habitat","live_dead","identificationnotes","unknownreplicate","projectid","method","objectid","region","estuaryclass","mpastatus","estuarytype"
"8932","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,2,"vegetation","Sonchus asper","prickly sow-thistle","non-native",1,1,0.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8933","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,2,"thatch","Not recorded","Not recorded","Not recorded",15,3,15,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8934","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,2,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",65,5,62.5,32,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8935","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,2,"vegetation","Bromus madritensis","foxtail chess","non-native",5,2,3,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8936","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,2,"thatch","Not recorded","Not recorded","Not recorded",30,4,37.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8937","SC-TJES","Tijuana River Estuary South",3,"2023-04-26",2,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",30,4,37.5,31,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8938","SC-TJES","Tijuana River Estuary South",3,"2023-04-26",2,3,"vegetation","Distichlis spicata","salt grass","native",40,4,37.5,20,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8939","SC-TJES","Tijuana River Estuary South",3,"2023-04-26",2,3,"vegetation","Frankenia salina","alkali heath","native",40,4,37.5,38,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8940","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,2,"vegetation","Bromus madritensis","foxtail chess","non-native",1,1,0.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8941","SC-TJES","Tijuana River Estuary South",3,"2023-04-26",2,3,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8942","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,3,"vegetation","Frankenia salina","alkali heath","native",35,4,37.5,35,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8943","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,3,"vegetation","Distichlis spicata","salt grass","native",55,5,62.5,44,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8944","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",20,3,15,-88,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8945","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,2,"vegetation","Bromus madritensis","foxtail chess","non-native",1,1,0.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_10R","High marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8946","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,3,"vegetation","Cressa truxillensis","alkali weed","native",1,1,0.5,-88,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8947","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,3,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_17","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8948","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",2,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",95,6,85,39,"SWMP_TRNERR_Junction_Middle_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8949","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",2,3,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_Junction_Middle_SWMP_100","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8950","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",2,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",95,6,85,58,"SWMP_TRNERR_Junction_Middle_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8951","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",2,3,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_Junction_Middle_SWMP_100","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8952","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,3,"vegetation","Bromus madritensis","foxtail chess","non-native",1,1,0.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8953","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,3,"vegetation","Sonchus asper","prickly sow-thistle","non-native",10,3,15,60,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8954","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",20,3,15,15,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8955","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,3,"vegetation","Amsinckia menziesii","Mezie's fiddleneck","native",3,2,3,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8956","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,3,"vegetation","Hordeum murinum","farmer's foxtail","invasive",2,2,3,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8957","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,3,"vegetation","Bromus madritensis","foxtail chess","non-native",1,1,0.5,5,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8958","SC-TJES","Tijuana River Estuary South",2,"2023-04-25",2,3,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8959","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",24,3,15,22,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8960","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,3,"vegetation","Glebionis coronaria","crown daisy","invasive",1,1,0.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8961","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,3,"vegetation","Centaurea melitensis","tocalote","invasive",1,1,0.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8962","SC-TJES","Tijuana River Estuary South",2,"2023-10-13",2,3,"thatch","Not recorded","Not recorded","Not recorded",73,5,62.5,-88,"SWMP_TRNERR_South_Beach_M_Old Model Marsh_SWMP_20L","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8963","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,4,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",1,1,0.5,-88,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_8","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8964","SC-TJES","Tijuana River Estuary South",3,"2023-10-25",2,4,"vegetation","Salicornia pacifica","Pickleweed","native",45,4,37.5,36,"SWMP_TRNERR_Brazo_Creek_Middle_SWMP_8","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8965","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,4,"vegetation","Frankenia salina","alkali heath","native",5,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8966","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,4,"vegetation","Distichlis littoralis","shore grass","native",90,6,85,45,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8967","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,4,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",35,4,37.5,47,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8968","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,4,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8969","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,3,"vegetation","Cressa truxillensis","alkali weed","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8970","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",10,3,15,46,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8971","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,3,"vegetation","Frankenia salina","alkali heath","native",30,4,37.5,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8972","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,3,"vegetation","Distichlis littoralis","shore grass","native",98,7,97.5,38,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8973","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,3,"vegetation","Distichlis spicata","salt grass","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8974","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,3,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8975","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"vegetation","Cuscuta salina","salt dodder","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8976","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"vegetation","Distichlis spicata","salt grass","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8977","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"vegetation","Cressa truxillensis","alkali weed","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8978","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"vegetation","Frankenia salina","alkali heath","native",75,5,62.5,40,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8979","NC-BOL","Bolinas Lagoon",1,"2023-10-13",1,2,"vegetation","Frankenia salina","alkali heath","native",5,2,3,15,"","Mid marsh","Live","",-88,"EMPA","across_elevation",3,"North","Embayment","NON-MPA","Perennially Open"
"8980","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"vegetation","Salicornia pacifica","Pickleweed","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8981","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"vegetation","Distichlis littoralis","shore grass","native",65,5,62.5,23,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8982","SC-TJES","Tijuana River Estuary South",1,"2023-05-02",3,8,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8983","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,1,"vegetation","Spartina foliosa","California cordgrass","native",45,4,37.5,110,"SWMP_TRNERR_Junction_West_SWMP_0","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8984","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,1,"vegetation","Salicornia pacifica","Pickleweed","native",35,4,37.5,80,"SWMP_TRNERR_Junction_West_SWMP_0","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8985","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,1,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_0","Low marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8986","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,2,"vegetation","Spartina foliosa","California cordgrass","native",30,4,37.5,94,"SWMP_TRNERR_Junction_West_SWMP_10","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8987","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,2,"vegetation","Salicornia pacifica","Pickleweed","native",65,5,62.5,65,"SWMP_TRNERR_Junction_West_SWMP_10","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8988","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,2,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_10","Low marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8989","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,5,"vegetation","Salicornia pacifica","Pickleweed","native",70,5,62.5,60,"SWMP_TRNERR_Junction_West_SWMP_20","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8990","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,5,"vegetation","Jaumea carnosa","fleshy jaumea","native",32,4,37.5,16,"SWMP_TRNERR_Junction_West_SWMP_20","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8991","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,5,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_20","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8992","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,6,"vegetation","Frankenia salina","alkali heath","native",95,6,85,28,"SWMP_TRNERR_Junction_West_SWMP_34","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8993","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,6,"vegetation","Distichlis spicata","salt grass","native",5,2,3,31,"SWMP_TRNERR_Junction_West_SWMP_34","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8994","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,6,"vegetation","Salicornia pacifica","Pickleweed","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_34","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8995","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,6,"vegetation","Distichlis littoralis","shore grass","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_34","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8996","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,6,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_34","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8997","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,7,"vegetation","Distichlis littoralis","shore grass","native",95,6,85,35,"SWMP_TRNERR_Junction_West_SWMP_44","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8998","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,7,"vegetation","Distichlis spicata","salt grass","native",10,3,15,37,"SWMP_TRNERR_Junction_West_SWMP_44","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"8999","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,7,"vegetation","Frankenia salina","alkali heath","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_44","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9000","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,7,"vegetation","Cressa truxillensis","alkali weed","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_44","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9001","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,7,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_44","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9002","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"vegetation","Frankenia salina","alkali heath","native",95,6,85,32,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9003","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"vegetation","Distichlis littoralis","shore grass","native",6,3,15,33,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9004","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"vegetation","Salicornia pacifica","Pickleweed","native",1,1,0.5,38,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9005","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"vegetation","Cressa truxillensis","alkali weed","native",3,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9006","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"vegetation","Distichlis spicata","salt grass","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9007","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"vegetation","Cuscuta salina","salt dodder","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9008","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,8,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_62","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9009","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",20,3,15,39,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9010","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,3,"vegetation","Frankenia salina","alkali heath","native",40,4,37.5,35,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9011","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,3,"vegetation","Distichlis littoralis","shore grass","native",75,5,62.5,25,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9012","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,3,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",1,1,0.5,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9013","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,3,"vegetation","Cressa truxillensis","alkali weed","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9014","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,3,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_100","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9015","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,4,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",50,4,37.5,53,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9016","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,4,"vegetation","Distichlis littoralis","shore grass","native",70,5,62.5,31,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9017","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,4,"vegetation","Frankenia salina","alkali heath","native",2,2,3,-88,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9018","SC-TJES","Tijuana River Estuary South",1,"2023-10-27",3,4,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_Junction_West_SWMP_140","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",33,"South","Riverine","MPA","Temporarily Closed"
"9019","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,3,"vegetation","Frankenia salina","alkali heath","native",25,3,15,29,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9020","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,3,"vegetation","Glebionis coronaria","crown daisy","invasive",35,4,37.5,107,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
