"","siteid","estuaryname","stationno","samplecollectiondate","tide","transectreplicate","habitat","datacollector","dataentryperson","samplemetadatanotes","projectid","elevation_time","elevation_ellipsoid","elevation_units","elevation_corr","datum_latlong","elevation_timezone","elevation_orthometric","elevation_datum","method","plotreplicate","vegetated_cover","non_vegetated_cover","latitude","longitude","objectid","region","estuaryclass","mpastatus","estuarytype"
"1811","SC-MAL","Malibu Lagoon",1,"2021-04-05","ebb",2,"Mid marsh","Christine, Jan","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,95,5,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1812","SC-GOL","Goleta Slough",1,"2021-09-21","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,95,5,34.418142,-119.835473,5,"South","Lagoonal","MPA","Temporarily Closed"
"1813","SC-MAL","Malibu Lagoon",1,"2021-04-05","ebb",1,"Low marsh","Christine, Jan","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,0,100,34.032414,-118.683465,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1814","SC-MAL","Malibu Lagoon",1,"2021-04-05","ebb",2,"Mid marsh","Christine, Jan","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,95,5,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1815","SC-MAL","Malibu Lagoon",1,"2021-04-05","ebb",2,"Mid marsh","Christine, Jan","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1816","NC-BOL","Bolinas Lagoon",2,"2023-10-13","low",3,"Mid marsh","Rachael Karm, Vini Souza","Rachael Karm, Vini Souza","","EMPA","00:00:00",NA,"","Not recorded","WGS84","",NA,"","across_elevation",17,70,30,37.922751,-122.691032,3,"North","Embayment","NON-MPA","Perennially Open"
"1817","SC-MAL","Malibu Lagoon",1,"2021-04-05","ebb",1,"Low marsh","Christine, Jan","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,0,100,34.032385,-118.683315,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1818","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",1,"Low marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,5,95,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1819","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",1,"Low marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,40,60,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1820","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",1,"Low marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,5,95,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1821","SC-MAL","Malibu Lagoon",1,"2021-04-05","ebb",2,"Mid marsh","Christine, Jan","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,100,0,34.032353,-118.683322,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1822","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",1,"Low marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,25,75,34.033219,-118.685245,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1823","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",2,"Mid marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,100,0,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1824","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",2,"Mid marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,80,20,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1825","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",2,"Mid marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,100,0,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1826","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",1,"Low marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,0,100,34.033338,-118.685223,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1827","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",2,"Mid marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,70,30,34.033211,-118.685289,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1828","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",3,"Brackish marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1829","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",3,"Brackish marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1830","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",3,"Brackish marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1831","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",2,"Mid marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,90,10,34.033347,-118.68527,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1832","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",3,"Brackish marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,60,40,34.033479,-118.685047,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1833","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",1,"Low marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,7,93,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1834","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",1,"Low marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,4,96,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1835","SC-MAL","Malibu Lagoon",3,"2021-04-05","ebb",3,"Brackish marsh","Christine, Anita","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,90,10,34.033509,-118.684888,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1836","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",1,"Low marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,2,98,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1837","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",2,"Mid marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,98,2,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1838","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",2,"Mid marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1839","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",1,"Low marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,40,60,34.034029,-118.683162,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1840","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",2,"Mid marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,95,5,34.034296,-118.683169,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1841","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",2,"Mid marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1842","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1843","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1844","SC-MAL","Malibu Lagoon",2,"2021-04-06","ebb",2,"Mid marsh","Parker, Christine","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,80,20,34.03403,-118.68314,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1845","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,0,100,34.032367,-118.683283,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1846","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1847","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,60,40,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1848","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,95,5,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1849","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,0,100,34.032394,-118.683442,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1850","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,95,5,34.032336,-118.683298,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1851","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,60,40,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1852","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,20,80,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1853","SC-MAL","Malibu Lagoon",1,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,95,5,34.032361,-118.68345,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1854","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1855","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1856","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,100,0,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1857","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,5,95,34.034161,-118.683092,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1858","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,90,10,34.034299,-118.683102,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1859","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,100,0,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1860","SC-MAL","Malibu Lagoon",2,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1861","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1862","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,0,100,34.033442,-118.685211,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1863","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1864","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,0,100,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1865","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1866","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,0,100,34.033469,-118.685075,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1867","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,95,5,34.033453,-118.685231,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1868","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1869","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,100,0,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1870","NC-BOL","Bolinas Lagoon",2,"2023-10-13","low",3,"Mid marsh","Rachael Karm, Vini Souza","Rachael Karm, Vini Souza","","EMPA","00:00:00",NA,"","Not recorded","WGS84","",NA,"","across_elevation",18,50,50,37.922724,-122.69107,3,"North","Embayment","NON-MPA","Perennially Open"
"1871","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,80,20,34.033263,-118.685277,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1872","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,60,40,34.033482,-118.685028,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1873","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,20,80,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1874","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,10,90,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1875","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1876","SC-MAL","Malibu Lagoon",3,"2021-10-06","closed",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,60,40,34.03352,-118.684751,6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1877","SC-NEW","Newport Bay",1,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,30,70,33.622385,-117.892084,8,"South","Embayment","MPA","Perennially Open"
"1878","SC-NEW","Newport Bay",1,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1879","SC-NEW","Newport Bay",1,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1880","SC-NEW","Newport Bay",1,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1881","SC-NEW","Newport Bay",1,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,90,10,33.622251,-117.892103,8,"South","Embayment","MPA","Perennially Open"
"1882","SC-NEW","Newport Bay",1,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,80,20,33.622424,-117.891857,8,"South","Embayment","MPA","Perennially Open"
"1883","SC-NEW","Newport Bay",1,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,75,25,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1884","SC-NEW","Newport Bay",1,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,80,20,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1885","SC-NEW","Newport Bay",1,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,60,40,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1886","SC-NEW","Newport Bay",1,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,50,50,33.622293,-117.891891,8,"South","Embayment","MPA","Perennially Open"
"1887","SC-NEW","Newport Bay",1,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,60,40,33.622346,-117.89162,8,"South","Embayment","MPA","Perennially Open"
"1888","SC-NEW","Newport Bay",1,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1889","SC-NEW","Newport Bay",1,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,80,20,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1890","SC-NEW","Newport Bay",1,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,75,25,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1891","SC-NEW","Newport Bay",3,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,100,0,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1892","SC-NEW","Newport Bay",3,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1893","SC-NEW","Newport Bay",3,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1894","SC-NEW","Newport Bay",3,"2021-03-18","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,100,0,33.647967,-117.880441,8,"South","Embayment","MPA","Perennially Open"
"1895","SC-NEW","Newport Bay",3,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,100,0,33.647759,-117.880256,8,"South","Embayment","MPA","Perennially Open"
"1896","SC-NEW","Newport Bay",3,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,75,25,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1897","SC-NEW","Newport Bay",3,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,80,20,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1898","SC-NEW","Newport Bay",3,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1899","SC-NEW","Newport Bay",3,"2021-03-18","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,100,0,33.647768,-117.88041,8,"South","Embayment","MPA","Perennially Open"
"1900","SC-NEW","Newport Bay",3,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,95,5,33.646972,-117.880329,8,"South","Embayment","MPA","Perennially Open"
"1901","SC-NEW","Newport Bay",3,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1902","SC-NEW","Newport Bay",3,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1903","SC-NEW","Newport Bay",3,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1904","SC-NEW","Newport Bay",3,"2021-03-18","ebb",3,"High marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,95,5,33.646973,-117.880488,8,"South","Embayment","MPA","Perennially Open"
"1905","SC-NEW","Newport Bay",2,"2021-03-19","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,30,70,33.632052,-117.885469,8,"South","Embayment","MPA","Perennially Open"
"1906","SC-NEW","Newport Bay",2,"2021-03-19","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,50,50,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1907","SC-NEW","Newport Bay",2,"2021-03-19","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,25,75,-88,-88,8,"South","Embayment","MPA","Perennially Open"
